Time, Sex_ratio, Time-in, Tm, Tf, Gift, RejPr, Offs, N
3020,0.505000,0.379000,0.542196,1.000000,0.075248,0.238234,790,1000
3021,0.513000,0.391000,0.534903,1.000000,0.064327,0.247636,700,1000
3022,0.499000,0.374000,0.562569,1.000000,0.046092,0.247890,626,1000
3023,0.522358,0.385163,0.534158,1.000000,0.054475,0.257094,719,984
3024,0.497000,0.369000,0.537755,1.000000,0.056338,0.248438,666,1000
3025,0.520000,0.392000,0.541678,1.000000,0.051923,0.261722,647,1000
3026,0.501008,0.389113,0.555962,1.000000,0.064386,0.263434,667,992
3027,0.487000,0.373000,0.527941,1.000000,0.073922,0.259252,713,1000
3028,0.491000,0.359000,0.510196,1.000000,0.054990,0.259496,787,1000
3029,0.514000,0.407000,0.519805,1.000000,0.048638,0.265562,709,1000
3030,0.502000,0.358000,0.565744,1.000000,0.069721,0.263922,819,1000
3031,0.484000,0.375000,0.578577,1.000000,0.068182,0.257947,622,1000
3032,0.494472,0.363819,0.583495,1.000000,0.075203,0.258829,771,995
3033,0.507000,0.394000,0.582947,1.000000,0.063116,0.259673,586,1000
3034,0.475427,0.345085,0.577003,1.000000,0.089888,0.236464,684,936
3035,0.489000,0.360000,0.565356,1.000000,0.092025,0.242740,767,1000
3036,0.493000,0.384000,0.567466,1.000000,0.064909,0.239252,657,1000
3037,0.516000,0.394000,0.562564,1.000000,0.067829,0.246985,684,1000
3038,0.512000,0.391000,0.587101,1.000000,0.064453,0.248702,738,1000
3039,0.501000,0.365000,0.582177,1.000000,0.067864,0.245378,789,1000
3040,0.505000,0.368000,0.574007,1.000000,0.075248,0.239555,794,1000
3041,0.513000,0.375000,0.560246,1.000000,0.050682,0.245551,751,1000
3042,0.513000,0.384000,0.551937,1.000000,0.060429,0.253307,682,1000
3043,0.517000,0.390000,0.575892,1.000000,0.073501,0.258268,700,1000
3044,0.522000,0.407000,0.598149,1.000000,0.070881,0.273576,644,1000
3045,0.516097,0.386318,0.614344,1.000000,0.072125,0.264024,752,994
3046,0.508000,0.388000,0.621683,1.000000,0.066929,0.256072,719,1000
3047,0.468000,0.350000,0.616958,1.000000,0.068376,0.237883,772,1000
3048,0.498000,0.376000,0.603037,1.000000,0.068273,0.243183,779,1000
3049,0.512000,0.385000,0.592054,1.000000,0.058594,0.248019,703,1000
3050,0.493000,0.360000,0.574453,1.000000,0.077079,0.229219,704,1000
3051,0.507000,0.398000,0.581372,1.000000,0.072978,0.226761,618,1000
3052,0.518706,0.405460,0.593951,1.000000,0.060429,0.235243,631,989
3053,0.484000,0.353000,0.597057,1.000000,0.080579,0.212190,717,1000
3054,0.490000,0.356000,0.595675,1.000000,0.075510,0.224108,767,1000
3055,0.491000,0.360000,0.600466,1.000000,0.073320,0.226014,710,1000
3056,0.509000,0.397000,0.590600,1.000000,0.055010,0.238670,686,1000
3057,0.509000,0.375000,0.588505,1.000000,0.072692,0.223640,728,1000
3058,0.511000,0.392000,0.593866,1.000000,0.060665,0.228023,648,1000
3059,0.500000,0.377000,0.600897,1.000000,0.070000,0.217068,727,1000
3060,0.482000,0.358000,0.576808,1.000000,0.080913,0.206283,743,1000
3061,0.481000,0.356000,0.576109,1.000000,0.076923,0.205214,762,1000
3062,0.501000,0.394000,0.570001,1.000000,0.055888,0.219481,652,1000
3063,0.491000,0.361000,0.569005,1.000000,0.071283,0.214452,775,1000
3064,0.526000,0.395000,0.561179,1.000000,0.058935,0.230549,693,1000
3065,0.534000,0.425000,0.550242,1.000000,0.048689,0.231814,604,1000
3066,0.530550,0.413442,0.565322,1.000000,0.061420,0.231084,655,982
3067,0.514000,0.405000,0.568285,1.000000,0.077821,0.215506,633,1000
3068,0.508000,0.380000,0.556480,1.000000,0.098425,0.216296,732,1000
3069,0.528000,0.404000,0.542235,1.000000,0.077652,0.230845,733,1000
3070,0.527000,0.411000,0.538102,1.000000,0.070209,0.227920,630,1000
3071,0.512000,0.386000,0.575086,1.000000,0.060547,0.213716,698,1000
3072,0.478000,0.361000,0.593602,1.000000,0.073222,0.202033,750,1000
3073,0.474000,0.360000,0.592287,1.000000,0.065401,0.205938,690,1000
3074,0.477000,0.360000,0.610733,1.000000,0.060797,0.201992,751,1000
3075,0.500000,0.378000,0.589868,1.000000,0.056000,0.213915,712,1000
3076,0.503000,0.380000,0.580521,1.000000,0.053678,0.216490,645,1000
3077,0.489405,0.360242,0.572034,1.000000,0.057732,0.202140,757,991
3078,0.509000,0.392000,0.577405,1.000000,0.049116,0.204565,655,1000
3079,0.520000,0.410000,0.551088,1.000000,0.063462,0.225262,619,1000
3080,0.487552,0.362033,0.530591,1.000000,0.072340,0.216393,690,964
3081,0.474000,0.366000,0.533951,1.000000,0.056962,0.211243,625,1000
3082,0.488325,0.363452,0.532048,1.000000,0.070686,0.222947,717,985
3083,0.476000,0.342000,0.539365,1.000000,0.060924,0.221943,777,1000
3084,0.490000,0.363000,0.522870,1.000000,0.042857,0.213897,762,1000
3085,0.483000,0.355000,0.535832,1.000000,0.066253,0.209471,713,1000
3086,0.489000,0.372000,0.523781,1.000000,0.069530,0.209378,737,1000
3087,0.488000,0.368000,0.501070,1.000000,0.047131,0.210876,734,1000
3088,0.485000,0.361000,0.542970,1.000000,0.047423,0.217494,727,1000
3089,0.489000,0.381000,0.563553,1.000000,0.061350,0.218956,621,1000
3090,0.479079,0.357741,0.596319,1.000000,0.056769,0.208150,735,956
3091,0.481000,0.354000,0.607865,1.000000,0.070686,0.200058,735,1000
3092,0.504000,0.379000,0.598571,1.000000,0.065476,0.220347,694,1000
3093,0.477000,0.361000,0.587212,1.000000,0.060797,0.213289,736,1000
3094,0.490000,0.374000,0.569447,1.000000,0.040816,0.219070,632,1000
3095,0.514000,0.383000,0.584749,1.000000,0.040856,0.227608,723,1000
3096,0.505000,0.376000,0.609199,1.000000,0.055446,0.222921,730,1000
3097,0.526000,0.412000,0.589292,1.000000,0.051331,0.236088,640,1000
3098,0.526100,0.406346,0.546080,1.000000,0.056420,0.236762,634,977
3099,0.511156,0.393509,0.522263,1.000000,0.065476,0.225372,659,986
3100,0.510000,0.391000,0.505526,1.000000,0.054902,0.216553,619,1000
3101,0.516129,0.392137,0.504721,1.000000,0.087891,0.220239,689,992
3102,0.520000,0.403000,0.500790,1.000000,0.071154,0.222581,666,1000
3103,0.503000,0.378000,0.511578,1.000000,0.075547,0.207955,721,1000
3104,0.511000,0.396000,0.515938,1.000000,0.068493,0.202995,609,1000
3105,0.506736,0.388601,0.492069,1.000000,0.055215,0.201945,687,965
3106,0.492000,0.381000,0.488704,1.000000,0.073171,0.193910,577,1000
3107,0.487958,0.372775,0.499753,1.000000,0.064378,0.186805,606,955
3108,0.492505,0.373662,0.490920,1.000000,0.073913,0.184119,650,934
3109,0.515000,0.390000,0.534485,1.000000,0.067961,0.189738,668,1000
3110,0.505000,0.386000,0.532644,1.000000,0.067327,0.185939,579,1000
3111,0.533696,0.429348,0.518501,1.000000,0.059063,0.188954,544,920
3112,0.513605,0.408163,0.501763,1.000000,0.055188,0.181761,542,882
3113,0.528736,0.410345,0.515559,1.000000,0.056522,0.188728,619,870
3114,0.503696,0.395987,0.512994,1.000000,0.071279,0.186637,599,947
3115,0.474129,0.340021,0.498352,1.000000,0.077951,0.178555,699,947
3116,0.502000,0.389000,0.524709,1.000000,0.095618,0.185621,614,1000
3117,0.518558,0.393425,0.507510,1.000000,0.069530,0.189461,669,943
3118,0.501000,0.390000,0.486771,1.000000,0.061876,0.189564,753,1000
3119,0.508000,0.392000,0.467967,1.000000,0.057087,0.189747,663,1000
3120,0.475000,0.342000,0.475755,1.000000,0.073684,0.176834,791,1000
3121,0.482000,0.359000,0.492474,1.000000,0.078838,0.178200,705,1000
3122,0.513000,0.396000,0.508364,1.000000,0.052632,0.181576,730,1000
3123,0.496000,0.380000,0.500432,1.000000,0.068548,0.169276,623,1000
3124,0.481332,0.375378,0.506213,1.000000,0.060797,0.171695,644,991
3125,0.499000,0.368000,0.525912,1.000000,0.080160,0.174276,734,1000
3126,0.493000,0.358000,0.551056,1.000000,0.087221,0.180951,752,1000
3127,0.508000,0.383000,0.567047,1.000000,0.076772,0.176442,758,1000
3128,0.513000,0.401000,0.584281,1.000000,0.066277,0.170240,609,1000
3129,0.501025,0.383197,0.590518,1.000000,0.059305,0.167870,647,976
3130,0.491000,0.381000,0.571731,1.000000,0.044807,0.171218,649,1000
3131,0.528000,0.411000,0.567765,1.000000,0.053030,0.177572,653,1000
3132,0.509000,0.392000,0.547252,1.000000,0.060904,0.167001,664,1000
3133,0.481000,0.380000,0.554508,1.000000,0.072765,0.170237,607,1000
3134,0.479876,0.362229,0.537401,1.000000,0.062366,0.165257,670,969
3135,0.502000,0.379000,0.501314,1.000000,0.071713,0.174912,739,1000
3136,0.496000,0.386000,0.481217,1.000000,0.066532,0.180085,637,1000
3137,0.481180,0.369278,0.469606,1.000000,0.067653,0.171383,641,983
3138,0.490336,0.383520,0.473865,1.000000,0.068465,0.173451,624,983
3139,0.498000,0.369000,0.453058,1.000000,0.052209,0.176732,704,1000
3140,0.497000,0.366000,0.450511,1.000000,0.064386,0.173987,763,1000
3141,0.494000,0.381000,0.461653,1.000000,0.052632,0.182202,673,1000
3142,0.496000,0.349000,0.461755,1.000000,0.086694,0.174258,869,1000
3143,0.498000,0.368000,0.457371,1.000000,0.092369,0.173857,707,1000
3144,0.488000,0.349000,0.437821,1.000000,0.090164,0.166968,782,1000
3145,0.493000,0.365000,0.463545,1.000000,0.058824,0.161633,695,1000
3146,0.520000,0.385000,0.460948,1.000000,0.073077,0.175619,623,1000
3147,0.501029,0.368313,0.460225,1.000000,0.092402,0.171844,705,972
3148,0.498000,0.375000,0.452841,1.000000,0.078313,0.182561,714,1000
3149,0.456000,0.338000,0.435963,1.000000,0.070175,0.161377,739,1000
3150,0.490000,0.386000,0.417888,1.000000,0.065306,0.175397,663,1000
3151,0.477000,0.345000,0.410605,1.000000,0.079665,0.170085,688,1000
3152,0.497000,0.374000,0.418545,1.000000,0.070423,0.187443,626,1000
3153,0.531000,0.416000,0.446151,1.000000,0.069680,0.196172,605,1000
3154,0.527691,0.403344,0.466859,1.000000,0.061386,0.185690,624,957
3155,0.498000,0.377000,0.472481,1.000000,0.080321,0.180157,769,1000
3156,0.522000,0.396000,0.495265,1.000000,0.065134,0.189110,621,1000
3157,0.514085,0.390342,0.495220,1.000000,0.072407,0.183913,773,994
3158,0.488000,0.373000,0.490224,1.000000,0.073770,0.173594,686,1000
3159,0.500000,0.392000,0.474977,1.000000,0.072000,0.192798,621,1000
3160,0.498975,0.384221,0.456371,1.000000,0.063655,0.201010,623,976
3161,0.476954,0.362725,0.443944,1.000000,0.069328,0.182827,751,998
3162,0.470000,0.354000,0.436616,1.000000,0.057447,0.192262,727,1000
3163,0.487000,0.383000,0.461816,1.000000,0.055441,0.191134,623,1000
3164,0.486405,0.371601,0.499592,1.000000,0.072464,0.191024,711,993
3165,0.453000,0.315000,0.505801,1.000000,0.088300,0.180548,848,1000
3166,0.470000,0.360000,0.515315,1.000000,0.063830,0.184162,703,1000
3167,0.470000,0.354000,0.508292,1.000000,0.063830,0.180280,687,1000
3168,0.497000,0.370000,0.504458,1.000000,0.064386,0.197373,634,1000
3169,0.484000,0.358000,0.473982,1.000000,0.076446,0.197180,666,1000
3170,0.478000,0.363000,0.466238,1.000000,0.066946,0.197373,650,1000
3171,0.489000,0.370000,0.465604,1.000000,0.063395,0.204219,764,1000
3172,0.497000,0.387000,0.464618,1.000000,0.070423,0.205041,636,1000
3173,0.498000,0.399000,0.466650,1.000000,0.092369,0.207145,543,1000
3174,0.487097,0.358065,0.479210,1.000000,0.083885,0.212432,712,930
3175,0.503000,0.380000,0.443676,1.000000,0.081511,0.219113,741,1000
3176,0.547000,0.442000,0.445736,1.000000,0.045704,0.240120,522,1000
3177,0.539171,0.410138,0.463637,1.000000,0.064103,0.240373,612,868
3178,0.498934,0.367804,0.487619,1.000000,0.057692,0.215745,655,938
3179,0.503532,0.375378,0.486904,1.000000,0.062124,0.219866,742,991
3180,0.503000,0.364000,0.459902,1.000000,0.065606,0.225744,721,1000
3181,0.493000,0.369000,0.472325,1.000000,0.073022,0.215175,746,1000
3182,0.473000,0.359000,0.453146,1.000000,0.080338,0.203509,677,1000
3183,0.506000,0.385000,0.447757,1.000000,0.083004,0.222092,727,1000
3184,0.494000,0.380000,0.459155,1.000000,0.076923,0.223586,717,1000
3185,0.490000,0.380000,0.449495,1.000000,0.081633,0.218397,758,1000
3186,0.466000,0.347000,0.458264,1.000000,0.070815,0.200139,673,1000
3187,0.479000,0.359000,0.447981,1.000000,0.058455,0.200891,730,1000
3188,0.496000,0.366000,0.424994,1.000000,0.066532,0.209556,739,1000
3189,0.461000,0.335000,0.439888,1.000000,0.058568,0.195031,709,1000
3190,0.497000,0.369000,0.435439,1.000000,0.074447,0.209646,706,1000
3191,0.509000,0.396000,0.430369,1.000000,0.064833,0.223330,647,1000
3192,0.503000,0.380000,0.417376,1.000000,0.067594,0.227156,668,1000
3193,0.487000,0.352000,0.381015,1.000000,0.069815,0.225332,759,1000
3194,0.493000,0.355000,0.399179,1.000000,0.075051,0.226277,762,1000
3195,0.494000,0.344000,0.414111,1.000000,0.080972,0.225641,818,1000
3196,0.504000,0.375000,0.436955,1.000000,0.065476,0.228692,728,1000
3197,0.497000,0.358000,0.439857,1.000000,0.070423,0.226337,757,1000
3198,0.528000,0.406000,0.408214,1.000000,0.066288,0.247396,713,1000
3199,0.523000,0.391000,0.404815,1.000000,0.078394,0.241451,712,1000
3200,0.508000,0.388000,0.414568,1.000000,0.080709,0.237663,675,1000
3201,0.497000,0.387000,0.394713,1.000000,0.060362,0.229175,647,1000
3202,0.483450,0.368104,0.429600,1.000000,0.068465,0.218156,720,997
3203,0.474000,0.363000,0.440072,1.000000,0.080169,0.216127,729,1000
3204,0.536000,0.390000,0.450591,1.000000,0.076493,0.245687,785,1000
3205,0.499000,0.386000,0.454256,1.000000,0.074148,0.245349,660,1000
3206,0.522000,0.407000,0.427537,1.000000,0.068966,0.255954,662,1000
3207,0.490000,0.359000,0.412095,1.000000,0.073469,0.242242,827,1000
3208,0.495000,0.387000,0.395625,1.000000,0.064646,0.246777,630,1000
3209,0.485915,0.363179,0.380698,1.000000,0.060041,0.252222,745,994
3210,0.478000,0.362000,0.390490,1.000000,0.079498,0.255100,675,1000
3211,0.513000,0.397000,0.392852,1.000000,0.074074,0.278577,711,1000
3212,0.510000,0.390000,0.407199,1.000000,0.068627,0.279948,688,1000
3213,0.522000,0.396000,0.405056,1.000000,0.065134,0.292879,660,1000
3214,0.501000,0.366000,0.444961,1.000000,0.049900,0.290612,700,1000
3215,0.502000,0.377000,0.466797,1.000000,0.055777,0.301815,702,1000
3216,0.504000,0.375000,0.440129,1.000000,0.079365,0.318140,725,1000
3217,0.507000,0.373000,0.452156,1.000000,0.069034,0.326521,766,1000
3218,0.471000,0.341000,0.448423,1.000000,0.070064,0.295555,806,1000
3219,0.498000,0.382000,0.450211,1.000000,0.058233,0.310264,674,1000
3220,0.502000,0.386000,0.400385,1.000000,0.053785,0.293639,629,1000
3221,0.539157,0.422691,0.417201,1.000000,0.072626,0.328285,647,996
3222,0.533000,0.404000,0.415638,1.000000,0.065666,0.319523,706,1000
3223,0.525000,0.414000,0.431017,1.000000,0.045714,0.304911,669,1000
3224,0.536000,0.423000,0.438263,1.000000,0.052239,0.298338,705,1000
3225,0.501000,0.377000,0.425997,1.000000,0.049900,0.279306,725,1000
3226,0.508000,0.387000,0.396945,1.000000,0.053150,0.288351,733,1000
3227,0.493000,0.383000,0.397957,1.000000,0.058824,0.273650,656,1000
3228,0.525000,0.419000,0.404298,1.000000,0.062857,0.293964,675,1000
3229,0.502000,0.374000,0.413403,1.000000,0.067729,0.262985,802,1000
3230,0.511000,0.408000,0.388335,1.000000,0.052838,0.270364,609,1000
3231,0.488542,0.383333,0.364594,1.000000,0.068230,0.264945,559,960
3232,0.489933,0.365772,0.382791,1.000000,0.066210,0.261887,625,894
3233,0.501040,0.390852,0.399085,1.000000,0.058091,0.263028,668,962
3234,0.492000,0.375000,0.377500,1.000000,0.048780,0.291689,635,1000
3235,0.514085,0.396378,0.403754,1.000000,0.054795,0.307435,607,994
3236,0.522280,0.401036,0.403375,1.000000,0.063492,0.302803,636,965
3237,0.503119,0.385655,0.431613,1.000000,0.066116,0.293354,702,962
3238,0.497000,0.374000,0.423715,1.000000,0.062374,0.285486,716,1000
3239,0.489000,0.368000,0.431938,1.000000,0.067485,0.294362,736,1000
3240,0.508000,0.386000,0.434800,1.000000,0.074803,0.303905,733,1000
3241,0.530000,0.416000,0.427221,1.000000,0.050943,0.320989,672,1000
3242,0.508000,0.397000,0.448107,1.000000,0.053150,0.312715,673,1000
3243,0.483000,0.357000,0.477073,1.000000,0.053830,0.306039,658,1000
3244,0.517000,0.390000,0.474693,1.000000,0.059961,0.331408,651,1000
3245,0.498000,0.385000,0.476584,1.000000,0.070281,0.318677,751,1000
3246,0.496000,0.372000,0.474770,1.000000,0.068548,0.316229,644,1000
3247,0.506000,0.381000,0.463016,1.000000,0.065217,0.325806,764,1000
3248,0.500000,0.374000,0.437374,1.000000,0.058000,0.306121,703,1000
3249,0.505000,0.383000,0.451697,1.000000,0.069307,0.306926,712,1000
3250,0.494000,0.371000,0.444875,1.000000,0.068826,0.300600,738,1000
3251,0.473000,0.358000,0.446760,1.000000,0.080338,0.288430,646,1000
3252,0.502000,0.382000,0.451391,1.000000,0.053785,0.305394,636,1000
3253,0.506000,0.363000,0.436652,1.000000,0.084980,0.313227,862,1000
3254,0.490000,0.360000,0.422534,1.000000,0.079592,0.293831,786,1000
3255,0.502000,0.371000,0.443911,1.000000,0.073705,0.303426,768,1000
3256,0.481000,0.352000,0.417093,1.000000,0.070686,0.297682,772,1000
3257,0.494000,0.366000,0.384622,1.000000,0.054656,0.291746,806,1000
3258,0.512000,0.384000,0.373655,1.000000,0.058594,0.294922,755,1000
3259,0.480000,0.340000,0.378811,1.000000,0.075000,0.267864,800,1000
3260,0.465000,0.356000,0.398460,1.000000,0.068817,0.278505,689,1000
3261,0.478000,0.342000,0.415036,1.000000,0.073222,0.293342,755,1000
3262,0.496000,0.391000,0.400470,1.000000,0.058468,0.312777,658,1000
3263,0.510000,0.366000,0.392026,1.000000,0.074510,0.322139,811,1000
3264,0.493000,0.356000,0.411119,1.000000,0.079108,0.310380,779,1000
3265,0.527000,0.412000,0.419528,1.000000,0.062619,0.324736,677,1000
3266,0.498000,0.379000,0.417974,1.000000,0.050201,0.297072,651,1000
3267,0.499000,0.358000,0.417076,1.000000,0.064128,0.302372,785,1000
3268,0.526000,0.384000,0.401582,1.000000,0.060837,0.304040,852,1000
3269,0.489000,0.386000,0.414444,1.000000,0.057260,0.291186,672,1000
3270,0.480000,0.348000,0.422493,1.000000,0.075000,0.281253,773,1000
3271,0.508000,0.375000,0.383828,1.000000,0.078740,0.286997,784,1000
3272,0.505000,0.371000,0.380162,1.000000,0.061386,0.277501,705,1000
3273,0.520000,0.397000,0.389247,1.000000,0.065385,0.287652,658,1000
3274,0.498000,0.384000,0.394860,1.000000,0.070281,0.269598,712,1000
3275,0.500000,0.388000,0.411507,1.000000,0.042000,0.260107,663,1000
3276,0.488000,0.375000,0.401408,1.000000,0.067623,0.242315,663,1000
3277,0.512000,0.383000,0.377364,1.000000,0.072266,0.255685,703,1000
3278,0.496000,0.369000,0.376658,1.000000,0.070565,0.255775,765,1000
3279,0.500000,0.368000,0.375289,1.000000,0.060000,0.262872,727,1000
3280,0.517000,0.392000,0.388970,1.000000,0.079304,0.273778,727,1000
3281,0.486000,0.354000,0.391730,1.000000,0.063786,0.263758,742,1000
3282,0.495000,0.380000,0.399785,1.000000,0.062626,0.276042,669,1000
3283,0.523000,0.416000,0.400262,1.000000,0.055449,0.293829,620,1000
3284,0.504597,0.398366,0.380601,1.000000,0.072874,0.269217,646,979
3285,0.487000,0.365000,0.387629,1.000000,0.061602,0.259048,662,1000
3286,0.497000,0.371000,0.393078,1.000000,0.060362,0.263759,686,1000
3287,0.492000,0.374000,0.405838,1.000000,0.060976,0.259081,693,1000
3288,0.504000,0.383000,0.425445,1.000000,0.077381,0.260924,727,1000
3289,0.491000,0.361000,0.414619,1.000000,0.075356,0.240394,743,1000
3290,0.489000,0.377000,0.400457,1.000000,0.075665,0.237411,636,1000
3291,0.513026,0.384770,0.395130,1.000000,0.068359,0.252535,676,998
3292,0.538000,0.418000,0.394617,1.000000,0.063197,0.259428,693,1000
3293,0.500000,0.384000,0.381798,1.000000,0.068000,0.247051,644,1000
3294,0.497976,0.374494,0.381151,1.000000,0.060976,0.246561,737,988
3295,0.501000,0.381000,0.397064,1.000000,0.055888,0.243972,690,1000
3296,0.529000,0.396000,0.392453,1.000000,0.066163,0.262255,782,1000
3297,0.497000,0.382000,0.415132,1.000000,0.078471,0.247774,656,1000
3298,0.502000,0.367000,0.406717,1.000000,0.075697,0.259751,730,1000
3299,0.529000,0.399000,0.401355,1.000000,0.062382,0.265143,730,1000
3300,0.487000,0.360000,0.376784,1.000000,0.082136,0.232737,777,1000
3301,0.483000,0.374000,0.368946,1.000000,0.068323,0.239989,674,1000
3302,0.487000,0.372000,0.365861,1.000000,0.086242,0.244367,726,1000
3303,0.500000,0.367000,0.385260,1.000000,0.076000,0.236664,757,1000
3304,0.487000,0.370000,0.397483,1.000000,0.069815,0.228723,720,1000
3305,0.485000,0.382000,0.389004,1.000000,0.072165,0.233813,677,1000
3306,0.484000,0.373000,0.389098,1.000000,0.072314,0.222781,594,1000
3307,0.503125,0.391667,0.386464,1.000000,0.082816,0.242772,638,960
3308,0.526958,0.410987,0.413584,1.000000,0.057915,0.262388,637,983
3309,0.512000,0.387000,0.415192,1.000000,0.070312,0.252420,720,1000
3310,0.516000,0.396000,0.421521,1.000000,0.067829,0.256788,703,1000
3311,0.491000,0.377000,0.438267,1.000000,0.061100,0.250488,723,1000
3312,0.491000,0.376000,0.424691,1.000000,0.063136,0.256969,712,1000
3313,0.501000,0.392000,0.414587,1.000000,0.057884,0.269453,650,1000
3314,0.510000,0.383000,0.425626,1.000000,0.070588,0.280107,807,1000
3315,0.502000,0.384000,0.453716,1.000000,0.069721,0.278148,738,1000
3316,0.506000,0.390000,0.447062,1.000000,0.067194,0.278881,725,1000
3317,0.492000,0.387000,0.452536,1.000000,0.044715,0.265215,653,1000
3318,0.522000,0.404000,0.460534,1.000000,0.051724,0.268634,693,1000
3319,0.521000,0.397000,0.463340,1.000000,0.055662,0.253183,654,1000
3320,0.489000,0.356000,0.493931,1.000000,0.079755,0.249151,791,1000
3321,0.503000,0.377000,0.475463,1.000000,0.065606,0.255419,707,1000
3322,0.501000,0.381000,0.470880,1.000000,0.065868,0.257418,708,1000
3323,0.519000,0.400000,0.463099,1.000000,0.073218,0.275123,640,1000
3324,0.525628,0.410050,0.462354,1.000000,0.057361,0.282628,645,995
3325,0.490394,0.358948,0.434410,1.000000,0.063918,0.251308,767,989
3326,0.504000,0.374000,0.450618,1.000000,0.059524,0.254118,709,1000
3327,0.502000,0.389000,0.440898,1.000000,0.055777,0.258652,681,1000
3328,0.506000,0.385000,0.431102,1.000000,0.053360,0.247274,749,1000
3329,0.509000,0.390000,0.425028,1.000000,0.055010,0.241582,699,1000
3330,0.496000,0.380000,0.439074,1.000000,0.066532,0.240734,711,1000
3331,0.531000,0.417000,0.420979,1.000000,0.056497,0.244361,661,1000
3332,0.519000,0.415000,0.393724,1.000000,0.057803,0.231945,635,1000
3333,0.492339,0.384065,0.384322,1.000000,0.056017,0.221132,595,979
3334,0.490031,0.367261,0.403167,1.000000,0.064240,0.229011,719,953
3335,0.491000,0.374000,0.415642,1.000000,0.071283,0.243938,686,1000
3336,0.505000,0.383000,0.424757,1.000000,0.059406,0.243372,727,1000
3337,0.474000,0.362000,0.426055,1.000000,0.063291,0.227250,740,1000
3338,0.487000,0.352000,0.428068,1.000000,0.067762,0.231337,754,1000
3339,0.513000,0.388000,0.421574,1.000000,0.062378,0.238479,721,1000
3340,0.480000,0.369000,0.408618,1.000000,0.081250,0.213236,705,1000
3341,0.489000,0.372000,0.369005,1.000000,0.075665,0.211258,687,1000
3342,0.472000,0.338000,0.361238,1.000000,0.078390,0.210620,789,1000
3343,0.488000,0.369000,0.356060,1.000000,0.067623,0.208868,761,1000
3344,0.484000,0.372000,0.352613,1.000000,0.066116,0.207494,692,1000
3345,0.465000,0.344000,0.338957,1.000000,0.053763,0.211421,724,1000
3346,0.485000,0.368000,0.352094,1.000000,0.061856,0.220832,688,1000
3347,0.506000,0.378000,0.377576,1.000000,0.083004,0.242707,754,1000
3348,0.477000,0.369000,0.376797,1.000000,0.073375,0.224536,679,1000
3349,0.489000,0.353000,0.386515,1.000000,0.087935,0.231859,782,1000
3350,0.509000,0.401000,0.397553,1.000000,0.056974,0.232328,619,1000
3351,0.505000,0.386000,0.378117,1.000000,0.065347,0.234966,722,1000
3352,0.495000,0.387000,0.379186,1.000000,0.042424,0.224251,661,1000
3353,0.506000,0.388000,0.403392,1.000000,0.063241,0.219336,662,1000
3354,0.482000,0.342000,0.383919,1.000000,0.103734,0.205340,770,1000
3355,0.462000,0.337000,0.392392,1.000000,0.090909,0.194340,718,1000
3356,0.500000,0.373000,0.365157,1.000000,0.076000,0.209465,715,1000
3357,0.514000,0.398000,0.378454,1.000000,0.079767,0.219088,648,1000
3358,0.487000,0.383000,0.382984,1.000000,0.063655,0.198993,701,1000
3359,0.483000,0.368000,0.387695,1.000000,0.047619,0.192696,689,1000
3360,0.484000,0.361000,0.367442,1.000000,0.057851,0.190850,712,1000
3361,0.491000,0.354000,0.381054,1.000000,0.077393,0.193705,844,1000
3362,0.483000,0.347000,0.381906,1.000000,0.076605,0.199246,767,1000
3363,0.456000,0.324000,0.372625,1.000000,0.081140,0.187653,821,1000
3364,0.474000,0.347000,0.378856,1.000000,0.073840,0.196273,668,1000
3365,0.472000,0.351000,0.379667,1.000000,0.067797,0.206971,654,1000
3366,0.498000,0.380000,0.391251,1.000000,0.064257,0.222098,701,1000
3367,0.498000,0.372000,0.369891,1.000000,0.058233,0.226169,721,1000
3368,0.483000,0.370000,0.382472,1.000000,0.068323,0.208394,572,1000
3369,0.483563,0.363733,0.364118,1.000000,0.061404,0.213054,655,943
3370,0.501508,0.384925,0.357835,1.000000,0.044088,0.219475,656,995
3371,0.521000,0.402000,0.353777,1.000000,0.063340,0.231215,601,1000
3372,0.501554,0.383420,0.361869,1.000000,0.053719,0.217281,640,965
3373,0.468000,0.336000,0.355865,1.000000,0.070513,0.203394,801,1000
3374,0.520000,0.386000,0.348919,1.000000,0.051923,0.231991,756,1000
3375,0.524000,0.418000,0.364081,1.000000,0.061069,0.240158,645,1000
3376,0.499000,0.391000,0.367876,1.000000,0.068136,0.221221,613,1000
3377,0.487805,0.360772,0.361449,1.000000,0.079167,0.218262,779,984
3378,0.487000,0.357000,0.386343,1.000000,0.071869,0.216308,707,1000
3379,0.506000,0.397000,0.370335,1.000000,0.067194,0.222246,645,1000
3380,0.513000,0.398000,0.390601,1.000000,0.060429,0.229853,719,1000
3381,0.504000,0.367000,0.391027,1.000000,0.069444,0.216534,775,1000
3382,0.507000,0.382000,0.378696,1.000000,0.084813,0.217745,689,1000
3383,0.502000,0.370000,0.387162,1.000000,0.089641,0.218901,747,1000
3384,0.494000,0.366000,0.385923,1.000000,0.103239,0.218703,752,1000
3385,0.513000,0.397000,0.387194,1.000000,0.068226,0.222733,698,1000
3386,0.507000,0.383000,0.407998,1.000000,0.072978,0.221979,701,1000
3387,0.501000,0.371000,0.393135,1.000000,0.059880,0.222596,674,1000
