"mim","mom","gam","mov","a1","lambd","xdim","ydim","K","Tm_init","rg_init","                     Tm_mu","rg_mu","Time","Sex_ratio","Time-in","Tm","Tf","Gift","RejPr","Offs","                     N","Vr_Tm","Vr_Rj","M_m","N_m","Beta","M_males","M_females","                     M_male_gft"
0.01,0.01,1.2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.499,0.306,0.300208,2,0.271457,0,372,1000,0.000202,0,0.826797,-0.09526,1.448,0.651934,1.08,0.293529
0.01,0.01,1.2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.499,0.337,0.343334,2,0.257485,0,373,1000,0.000193,0,0.783383,-0.080252,1.808333,0.672811,0.983333,0.253456
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.51,0.319,0.357471,2,0.271429,0,356,1000,0.00019,0,0.733542,0.002571,1.658333,0.562814,1.016667,0.34593
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.516,0.33,0.323741,2,0.270661,0,378,1000,0.000185,0,0.766667,-0.025638,1.357143,0.552632,1.057143,0.316259
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.513,0.329,0.384134,2,0.340862,0,396,1000,0.000199,0,0.808511,0.011901,1.300699,0.645161,1.020979,0.378495
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.493,0.35,0.308624,2,0.248521,0,426,1000,0.000199,0,0.834286,0.061139,1.517986,0.696682,1.043165,0.28868
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.483,0.322,0.379219,2,0.282398,0,362,1000,0.000211,0,0.785714,-0.016723,1.515625,0.649485,0.992188,355197.855722
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.48,0.331,0.324589,2,0.296154,0,387,1000,0.000192,0,0.785498,0.03831,1.330986,0.666667,0.943662,0.227537
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.479,0.349,0.308413,2,0.257198,0,353,1000,0.000219,0,0.770774,-0.102345,1.528986,0.620853,1,0.297302
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.492,0.334,0.363864,2,0.287402,0,363,1000,0.000205,0,0.790419,0.0354,1.511278,0.636816,1.022556,0.311811
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.475,0.348,0.360001,2,0.281905,0,400,1000,0.00019,0,0.816092,0.081138,1.852459,0.712389,1.008197,0.329381
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.503,0.336,0.342562,2,0.299799,0,366,1000,0.000203,0,0.764881,-0.026316,1.434783,0.565657,1.050725,407157.278333
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.529,0.335,0.382081,2,0.261146,0,356,1000,0.000204,0,0.704478,0.054235,2.045455,0.56,1,0.337778
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.495,0.335,0.333528,2,0.279208,0,374,1000,0.000187,0,0.826866,0.096899,1.481481,0.705,1.007407,0.297028
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.503,0.321,0.328319,2,0.267606,0,318,1000,0.000195,0,0.76324,0.006232,1.507812,0.595855,1.015625,0.367876
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.519,0.363,0.358423,2,0.29106,0,379,1000,0.0002,0,0.818182,0.029164,1.372549,0.647619,1.052288,0.381905
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.517,0.309,0.383031,2,0.258799,0,329,1000,0.000207,0,0.744337,-0.009019,1.710526,0.6,0.991228,0.338462
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.503,0.337,0.367404,2,0.257545,0,349,1000,0.00019,0,0.738872,0.032983,1.514925,0.591133,0.962687,0.37936
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.507,0.347,0.325098,2,0.255578,0,369,1000,0.000179,0,0.809798,-0.130786,1.210191,0.6,1.063694,0.252632
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.496,0.337,0.337117,2,0.253968,0,393,1000,0.000213,0,0.824926,0.098239,1.459854,0.665,1.058394,409536.2
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.51,0.344,0.353859,2,0.265306,0,333,1000,0.000231,0,0.770349,-0.01763,1.356164,0.560606,1.054795,0.323232
0.01,0.01,1.3,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.518,0.348,0.376049,2,0.290456,0,341,1000,0.000227,0,0.715517,-0.090276,1.616541,0.511628,1.045113,0.38093
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.504,0.304,0.338604,2,0.292339,0,359,1000,0.000186,0,0.773026,0.003864,1.554622,0.589189,1.058824,0.31175
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.497,0.373,0.437931,2,0.337972,0,442,1000,0.000202,0,0.831099,-0.066235,1.783582,0.686192,1.089552,242520.212552
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.498,0.338,0.342211,2,0.252988,0,328,1000,0.000195,0,0.813609,-0.031551,1.522388,0.637255,1.08209,0.289412
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.495,0.334,0.345158,2,0.249505,0,383,1000,0.00019,0,0.808383,0.067733,1.402878,0.641026,1.043165,216130.661538
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.483,0.346,0.385267,2,0.294004,0,403,1000,0.000197,0,0.791908,-0.043421,1.353741,0.633166,1.006803,0.337688
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.491,0.339,0.401329,2,0.298625,0,413,1000,0.000184,0,0.80826,-0.03942,1.529851,0.663415,1.029851,140863.674146
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.507,0.33,0.35705,2,0.292089,0,364,1000,0.000209,0,0.766667,-0.057238,1.66129,0.631068,0.991935,347881.105675
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.525,0.35,0.415195,2,0.275789,0,364,1000,0.000201,0,0.722857,-0.004386,1.755906,0.565022,1,0.368661
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.502,0.334,0.404533,2,0.313253,0,397,1000,0.000214,0,0.805389,0.086098,1.569231,0.691176,0.984615,484073.676471
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.52,0.332,0.355943,2,0.302083,0,419,1000,0.000193,0,0.737952,0.054733,1.459259,0.527919,1.044444,217330.71579
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.505,0.297,0.285755,2,0.218182,0,348,1000,0.000191,0,0.79798,-0.032935,1.75,0.619048,1.111111,72989.170241
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.496,0.333,0.355975,2,0.301587,0,413,1000,0.000181,0,0.858859,0.061005,1.378571,0.746114,1.014286,295061.863786
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.495,0.331,0.331806,2,0.265347,0,369,1000,0.00021,0,0.76435,0.025896,1.669355,0.63285,0.983871,339626.376812
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.52,0.316,0.307982,2,0.2375,0,326,1000,0.000207,0,0.71519,0.003714,1.20979,0.508671,0.965035,0.267887
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.477,0.34,0.381711,2,0.281071,0,430,1000,0.000185,0,0.817647,-0.025417,1.518519,0.687805,1.014815,68964.554146
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.518,0.333,0.405778,2,0.298755,0,382,1000,0.000206,0,0.744745,0.01573,1.775,0.56338,1.066667,0.339906
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.525,0.285,0.329609,2,0.286316,0,391,1000,0.000218,0,0.82807,-0.021338,1.261905,0.654088,1.047619,178615.157233
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.499,0.336,0.374247,2,0.267465,0,403,1000,0.000215,0,0.77381,0.002732,1.545455,0.602941,1.037879,0.398039
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.494,0.334,0.376555,2,0.3083,0,414,1000,0.000187,0,0.823353,0.037115,1.287671,0.670213,1.020548,0.334099
0.01,0.01,1.4,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.488,0.34,0.393648,2,0.294922,0,391,1000,0.000204,0,0.823529,-0.075868,1.556391,0.676329,1.052632,135459.620215
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.494,0.34,0.340398,2,0.254941,0,407,1000,0.00018,0,0.738235,0.107435,1.786885,0.591743,1,0.329174
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.498,0.34,0.448727,2,0.316733,0,410,1000,0.0002,0,0.808824,0.181702,1.556391,0.657005,1.045113,420997.061932
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.521,0.329,0.398492,2,0.313152,0,394,1000,0.000198,0,0.75076,0.001045,1.811966,0.59434,1.034188,68233.781179
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.496,0.343,0.345919,2,0.301587,0,402,1000,0.000194,0,0.746356,-0.053146,1.432624,0.594059,0.964539,0.356683
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.498,0.345,0.374654,2,0.2749,0,401,1000,0.000209,0,0.765217,-0.030226,1.574627,0.611374,1.007463,69171.801327
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.488,0.337,0.41539,2,0.322266,0,390,1000,0.000187,0,0.789318,-0.070543,1.717742,0.690141,0.959677,0.426817
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.493,0.325,0.334195,2,0.307692,0,393,1000,0.0002,0,0.766154,0.034459,1.443609,0.572917,1.045113,0.310374
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.512,0.326,0.397459,2,0.30123,0,417,1000,0.000206,0,0.837423,-0.006781,1.451128,0.699482,1.037594,0.342487
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.495,0.303,0.40643,2,0.30099,0,359,1000,0.000186,0,0.775578,-0.014473,1.634783,0.632979,1.008696,0.351064
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.527,0.321,0.364703,2,0.268499,0,344,1000,0.0002,0,0.809969,0.011285,1.309353,0.626374,1.05036,0.274725
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.505,0.364,0.358027,2,0.268687,0,378,1000,0.000218,0,0.791209,-0.001312,1.716418,0.656522,1.022388,0.326174
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.505,0.332,0.388714,2,0.29899,0,410,1000,0.000195,0,0.792169,0.032674,1.553846,0.633663,1.038462,0.366386
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.506,0.34,0.368257,2,0.287449,0,413,1000,0.000187,0,0.776471,-0.04865,1.556391,0.608696,1.037594,0.299517
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.491,0.319,0.330175,2,0.273084,0,360,1000,0.0002,0,0.796238,-0.075656,1.416667,0.673797,0.969697,0.283422
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.497,0.348,0.35884,2,0.302187,0,415,1000,0.000181,0,0.752874,0.150324,1.503597,0.626794,0.942446,0.357225
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.498,0.34,0.310012,2,0.239044,0,388,1000,0.00021,0,0.858824,-0.096652,1.377622,0.690355,1.090909,0.335719
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.488,0.357,0.417355,2,0.320312,0,418,1000,0.0002,0,0.831933,0.01045,1.55,0.677419,1.071429,0.35023
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.488,0.326,0.388009,2,0.330078,0,382,1000,0.000211,0,0.800613,0.021451,1.936937,0.67907,1.036036,0.324605
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.502,0.309,0.328609,2,0.246988,0,374,1000,0.000192,0,0.750809,0.008637,1.783784,0.585859,1.045045,73005.217867
0.01,0.01,1.5,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.52,0.303,0.343549,2,0.266667,0,315,1000,0.000197,0,0.762376,0.01629,1.567797,0.556757,1.084746,0.275676
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.518,0.337,0.45014,2,0.321577,0,444,1000,0.000186,0,0.750742,-0.014108,1.696,0.589623,1.024,0.359482
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.493,0.332,0.321122,2,0.226824,0,409,1000,0.000197,0,0.789157,-0.059548,1.573643,0.660099,0.992248,71334.564532
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.496,0.309,0.343571,2,0.263889,0,423,1000,0.000201,0,0.84466,0.094971,1.376923,0.687151,1.061538,328798.884902
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.519,0.367,0.3917,2,0.278586,0,354,1000,0.00019,0,0.752044,-0.131127,1.738806,0.596567,1.022388,0.381837
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.507,0.353,0.422985,2,0.281947,0,336,1000,0.000201,0,0.733711,-0.069944,2.043103,0.628692,0.948276,0.359156
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.479,0.306,0.437555,2,0.368522,0,463,1000,0.000207,0,0.839869,0.005516,1.756757,0.707692,1.072072,234150.358974
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.508,0.3,0.379918,2,0.292683,0,357,1000,0.000195,0,0.816667,-0.035387,1.542373,0.664835,1.050847,0.382418
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.492,0.34,0.390995,2,0.293307,0,419,1000,0.000221,0,0.797059,-0.036494,1.764228,0.668203,1.02439,138387.327235
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.51,0.339,0.430392,2,0.291837,0,383,1000,0.000207,0,0.740413,-0.050363,1.607692,0.5311,1.076923,144713.383014
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.477,0.348,0.364025,2,0.281071,0,422,1000,0.000237,0,0.810345,-0.084367,1.416667,0.676471,1,0.385294
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.498,0.325,0.377814,2,0.302789,0,395,1000,0.000178,0,0.796923,-0.013687,1.5,0.65641,1.007692,0.298249
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.496,0.346,0.351432,2,0.309524,0,417,1000,0.000182,0,0.820809,-0.187102,1.386207,0.701493,0.986207,73448.059701
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.493,0.326,0.409738,2,0.293886,0,394,1000,0.000212,0,0.828221,0.083948,1.469697,0.706186,1.007576,0.412577
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.525,0.338,0.379363,2,0.256842,0,377,1000,0.0002,0,0.724852,-0.005182,1.864407,0.531818,1.084746,534025.663636
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.497,0.337,0.303499,2,0.256461,0,395,1000,0.000192,0,0.715134,-0.074863,1.696,0.570755,0.96,0.31108
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.513,0.336,0.373801,2,0.297741,0,394,1000,0.000195,0,0.854167,-0.029448,1.4,0.683673,1.092857,0.283673
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.5,0.329,0.41039,2,0.338,0,455,1000,0.000184,0,0.756839,-0.038766,2.018349,0.631818,1.009174,0.358182
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.514,0.25,-0.120393,2,0,0,236,1000,0.000195,0,0.772,-0.100853,0.70068,0.436893,1.006803,0.030091
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.479,0.359,0.388326,2,0.285988,0,413,1000,0.000188,0,0.805014,-0.06197,1.361842,0.661836,1,0.355556
0.01,0.01,1.6,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.501,0.316,0.378922,2,0.272545,0,378,1000,0.000207,0,0.813291,0.088838,1.528,0.649215,1.064,0.419005
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.469,0.353,0.455936,2,0.322034,0,500,1000,0.000201,0,0.813031,0.062949,1.322368,0.711443,0.947368,0.408447
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.5,0.347,0.395957,2,0.294,0,404,1000,0.000196,0,0.867435,-0.03222,1.798387,0.748879,1.080645,0.420762
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.479,0.321,0.408916,2,0.284069,0,411,1000,0.000208,0,0.844237,0.085152,1.413534,0.723404,1.015038,248265.452284
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.507,0.363,0.435629,2,0.334686,0,425,1000,0.000212,0,0.823691,-0.035329,2.025,0.711934,1.05,192127.806996
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.461,0.338,0.365724,2,0.285714,0,419,1000,0.000191,0,0.807692,0.074697,1.747967,0.693023,1.00813,209558.227907
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.46,0.333,0.442408,2,0.316667,0,438,1000,0.000183,0,0.924925,-0.023275,1.752066,0.84434,1.066116,0.386792
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.498,0.335,0.365329,2,0.268924,0,407,1000,0.000178,0,0.749254,0.050789,1.576923,0.570732,1.030769,299558.526829
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.516,0.348,0.412732,2,0.303719,0,412,1000,0.00019,0,0.735632,-0.029412,1.636364,0.574074,1,0.320387
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.498,0.336,0.427109,2,0.296813,0,468,1000,0.000199,0,0.755952,-0.019889,1.847458,0.637615,0.974576,0.351376
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.515,0.313,0.393447,2,0.294845,0,408,1000,0.000211,0,0.731629,-0.081274,1.524194,0.502646,1.080645,0.322804
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.509,0.357,0.430692,2,0.311609,0,442,1000,0.000195,0,0.759104,0.003445,1.531915,0.592593,1.014184,0.373148
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.505,0.349,0.41486,2,0.294949,0,411,1000,0.000184,0,0.762178,-0.090683,1.982906,0.62069,1.042735,606171.939655
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.48,0.345,0.381714,2,0.259615,0,424,1000,0.000181,0,0.863768,0.013987,1.269737,0.756477,1,0.384456
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.498,0.311,0.399183,2,0.312749,0,425,1000,0.00019,0,0.819936,0.059503,1.801802,0.705,1.027027,0.3951
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.493,0.365,0.414188,2,0.309665,0,481,1000,0.000198,0,0.841096,0.112788,1.417219,0.714953,1.019868,0.37757
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.495,0.326,0.399807,2,0.30297,0,469,1000,0.000177,0,0.748466,-0.017581,1.587302,0.62,0.952381,0.427
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.517,0.345,0.345318,2,0.277433,0,426,1000,0.000192,0,0.8,-0.095055,1.395833,0.626866,1.041667,75159.977612
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.472,0.337,0.32911,2,0.261364,0,400,1000,0.000206,0,0.777448,0.047577,1.592308,0.637681,1,0.322995
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.479,0.326,0.382361,2,0.309021,0,463,1000,0.000201,0,0.846626,0.043723,1.608,0.741294,1.016,0.325423
0.01,0.01,1.7,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.512,0.34,0.416354,2,0.288934,0,393,1000,0.000195,0,0.673529,-0.063074,2.090909,0.526087,0.981818,918822.53913
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.506,0.366,0.44248,2,0.293522,0,440,1000,0.00018,0,0.800546,0.026381,1.577465,0.705357,0.950704,0.408219
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.506,0.354,0.458669,2,0.321862,0,427,1000,0.000203,0,0.776836,0.112432,1.854839,0.63913,1.032258,70026.652174
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.47,0.333,0.473846,2,0.335849,0,503,1000,0.000188,0,0.864865,0.129609,1.729508,0.767773,1.032787,444722.554645
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.502,0.342,0.404447,2,0.277108,0,436,1000,0.000182,0,0.804094,-0.053902,1.898305,0.669643,1.059322,0.289286
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.476,0.36,0.39343,2,0.291985,0,489,1000,0.000187,0,0.838889,-0.035638,1.535211,0.733945,1,0.32578
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.496,0.346,0.44065,2,0.289683,0,400,1000,0.000228,0,0.748555,0.136331,1.982759,0.634783,0.974138,0.382609
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.487,0.358,0.428368,2,0.331384,0,512,1000,0.000192,0,0.804469,0.09553,1.818898,0.683983,1.023622,0.449099
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.528,0.327,0.40863,2,0.300847,0,443,1000,0.000209,0,0.764526,-0.096762,1.616,0.59901,1.032,155661.312178
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.492,0.344,0.399385,2,0.25,0,453,1000,0.000191,0,0.805233,-0.005103,1.422535,0.668317,1,0.326733
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.486,0.313,0.4018,2,0.27821,0,394,1000,0.000184,0,0.846645,0.070072,1.484127,0.721925,1.031746,0.38508
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.502,0.333,0.407058,2,0.309237,0,434,1000,0.00019,0,0.828829,0.08905,1.296552,0.691489,1.006897,0.444681
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.501,0.369,0.355722,2,0.282565,0,418,1000,0.000212,0,0.745257,0.024102,1.617021,0.635965,0.921986,0.267851
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.487,0.36,0.439759,2,0.304094,0,461,1000,0.000178,0,0.836111,-0.028468,1.482759,0.725581,1,0.395395
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.505,0.352,0.451252,2,0.359596,0,441,1000,0.000189,0,0.78125,0.144129,1.861789,0.628821,1.065041,0.40655
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.506,0.361,0.405605,2,0.287449,0,435,1000,0.000208,0,0.800554,0.030111,1.776923,0.640693,1.084615,607734.372294
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.524,0.356,0.398029,2,0.254202,0,394,1000,0.000226,0,0.72191,-0.00773,1.738462,0.557522,1.007692,0.346102
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.504,0.34,0.408477,2,0.308468,0,407,1000,0.0002,0,0.764706,0.062404,1.698413,0.635514,0.984127,0.383832
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.533,0.356,0.431995,2,0.295503,0,406,1000,0.000201,0,0.688202,0.037615,1.738462,0.530973,0.961538,0.358407
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.517,0.347,0.428037,2,0.312629,0,392,1000,0.000211,0,0.789625,-0.009639,1.798387,0.672646,1,0.452197
0.01,0.01,1.8,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.471,0.324,0.414881,2,0.277883,0,457,1000,0.00022,0,0.854938,-0.003718,1.655738,0.772277,0.991803,77969.116881
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.524,0.352,0.412946,2,0.310924,0,432,1000,0.000191,0,0.704545,-0.017113,1.983051,0.538462,1.033898,0.32953
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.491,0.348,0.424276,2,0.3222,0,432,1000,0.000215,0,0.798851,0.067505,1.92437,0.672489,1.042017,492650.143431
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.503,0.351,0.44937,2,0.303823,0,462,1000,0.000191,0,0.871795,-0.115141,1.76378,0.758929,1.070866,0.468083
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.503,0.37,0.396646,2,0.342052,0,512,1000,0.000209,0,0.772973,0.009601,2.032787,0.673387,0.97541,0.366935
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.493,0.321,0.468153,2,0.309665,0,420,1000,0.000205,0,0.747664,0.020053,2,0.640187,0.962617,77961.628972
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.51,0.35,0.431785,2,0.310204,0,436,1000,0.000177,0,0.754286,-0.117803,1.966102,0.599138,1.059322,277350.802586
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.471,0.357,0.394681,2,0.287335,0,435,1000,0.000183,0,0.862745,-0.049493,1.496503,0.752336,1.027972,153278.116822
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.509,0.345,0.464002,2,0.303462,0,428,1000,0.000203,0,0.750725,-0.11396,2.026316,0.632035,0.991228,0.470996
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.498,0.351,0.38807,2,0.268924,0,454,1000,0.000189,0,0.749288,-0.030665,1.808,0.641593,0.944,0.340708
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.494,0.354,0.406193,2,0.266798,0,441,1000,0.000217,0,0.759887,-0.00842,1.546763,0.613953,0.985612,0.347907
