"mim","mom","gam","mov","a1","lambd","xdim","ydim","K","Tm_init","rg_init","                     Tm_mu","rg_mu","Time","Sex_ratio","Time-in","Tm","Tf","Gift","RejPr","Offs","                     N","Vr_Tm","Vr_Rj","M_m","N_m","Beta","M_males","M_females","                     M_male_gft"
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.501,0.317,0.414025,2,0.294589,0,464,1000,0.000188,0,0.829653,0.020245,1.457364,0.664894,1.069767,0.345745
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.48,0.345,0.398871,2,0.301923,0,443,1000,0.000207,0,0.776812,-0.068956,1.574627,0.630332,1.007463,0.402376
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.483,0.336,0.452275,2,0.295938,0,476,1000,0.000185,0,0.800595,-0.075991,1.77686,0.702326,0.975207,151188.300465
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.541,0.328,0.391824,2,0.318083,0,376,1000,0.000181,0,0.719512,-0.01511,1.42963,0.569948,0.933333,0.295699
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.492,0.362,0.423174,2,0.279528,0,410,1000,0.000173,0,0.737569,0.090949,1.943089,0.65272,0.902439,0.376653
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.485,0.349,0.469378,2,0.347573,0,497,1000,0.000224,0,0.836676,-0.034556,1.837398,0.730088,1.03252,0.487501
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.518,0.307,0.37233,2,0.286307,0,403,1000,0.000193,0,0.742671,-0.058697,1.896226,0.587065,1.037736,79005.33462
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.516,0.369,0.445345,2,0.245868,0,437,1000,0.00019,0,0.758808,0.171369,2.181034,0.636364,1.025862,0.403162
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.504,0.327,0.387784,2,0.308468,0,418,1000,0.000205,0,0.7737,-0.14892,1.868421,0.647887,1.008772,0.366197
0.01,0.01,1.9,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.478,0.345,0.441568,2,0.285441,0,458,1000,0.000191,0,0.904348,-0.085741,1.412587,0.80198,1.048951,0.426733
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.496,0.353,0.467053,2,0.327381,0,478,1000,0.000181,0,0.770538,0.088087,1.779528,0.654867,0.976378,73240.608398
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.5,0.326,0.391838,2,0.272,0,411,1000,0.000206,0,0.825153,0.012313,1.694215,0.668293,1.090909,0.338468
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.505,0.354,0.422373,2,0.270707,0,410,1000,0.000202,0,0.759887,-0.031947,1.809524,0.631579,0.992063,222841.857895
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.49,0.347,0.434835,2,0.315686,0,422,1000,0.000201,0,0.827089,-0.062078,1.891667,0.744493,0.983333,223278.408811
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.495,0.318,0.363987,2,0.273267,0,492,1000,0.000235,0,0.827044,-0.004675,1.465116,0.666667,1.062016,429851.563828
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.516,0.347,0.454885,2,0.295455,0,410,1000,0.0002,0,0.73487,0.010766,2.183486,0.60084,1.027523,0.432773
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.501,0.322,0.453029,2,0.332665,0,476,1000,0.000206,0,0.754658,0.071088,2.096154,0.637615,1,0.380917
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.493,0.346,0.354547,2,0.280079,0,458,1000,0.00019,0,0.84104,0.094203,1.883333,0.738938,1.033333,0.318584
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.486,0.334,0.435207,2,0.301556,0,464,1000,0.000208,0,0.748503,0.005181,2.180952,0.641921,0.980952,0.395984
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.502,0.344,0.422746,2,0.287149,0,441,1000,0.000201,0,0.787791,0.05415,2.185185,0.661017,1.064815,0.364407
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.509,0.338,0.398875,2,0.303462,0,480,1000,0.000193,0,0.766272,0.071512,1.704,0.647887,0.968,230551.314803
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.518,0.336,0.389664,2,0.278008,0,426,1000,0.000173,0,0.77381,0.024282,1.77686,0.595349,1.090909,0.334884
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.48,0.356,0.412158,2,0.328846,0,503,1000,0.000191,0,0.890449,-0.023303,1.656716,0.788288,1.059701,0.400901
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.483,0.34,0.416848,2,0.313346,0,473,1000,0.000191,0,0.885294,-0.078614,1.575758,0.769231,1.068182,0.500562
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.481,0.315,0.440725,2,0.304432,0,478,1000,0.000223,0,0.819048,0.014836,1.647059,0.688776,1.033613,0.419322
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.486,0.338,0.42558,2,0.264591,0,405,1000,0.00022,0,0.778107,0.083222,2.44898,0.6875,1,69105.678582
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.504,0.342,0.425926,2,0.302419,0,486,1000,0.00021,0,0.807018,-0.068423,1.803279,0.686364,1.02459,0.331818
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.493,0.358,0.430729,2,0.321499,0,497,1000,0.000203,0,0.784916,-0.064012,1.958678,0.696203,0.958678,205123.160338
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.532,0.321,0.441979,2,0.292735,0,426,1000,0.000218,0,0.750779,0.037855,1.58871,0.614213,0.967742,0.326439
0.01,0.01,2,1,0.6,1,1,1,1000,0,0,0.01,0,39999,0.48,0.335,0.494533,2,0.371154,0,539,1000,0.000197,0,0.808955,0.153534,1.768595,0.672897,1.049587,0.471963
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.543,0.236,-0.053097,2,0,0,213,1000,0.000201,0,0.834746,0.022048,0.616438,0.388889,1.109589,0.066667
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.516,0.297,-0.070262,2,0,0,264,1000,0.000182,0,0.838384,-0.122667,0.736842,0.531746,1.064327,1239075.803431
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.507,0.246,-0.031636,2,0,0,240,1000,0.000202,0,0.943089,0.028438,0.696552,0.693069,1.117241,0.030297
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.484,0.264,0.011154,2,0.027132,0,267,1000,0.000199,0,0.901515,-0.070723,0.6,0.69697,1.024242,0.030303
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.485,0.246,-0.034987,2,0,0,254,1000,0.000177,0,0.939024,-0.014514,0.54717,0.678161,1.081761,358594.954023
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.505,0.26,-0.083498,2,0,0,241,1000,0.000178,0,0.796154,0.05586,0.780822,0.45614,1.061644,-0.004622
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.482,0.255,-0.027149,2,0,0,296,1000,0.000192,0,0.866667,-0.012737,0.688742,0.576923,1.066225,0.009712
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.512,0.258,-0.052954,2,0,0,265,1000,0.000213,0,0.891473,-0.022446,0.686275,0.609524,1.084967,0.028571
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.481,0.252,-0.019781,2,0,0,268,1000,0.000207,0,0.865079,0.085891,0.68,0.578431,1.06,0.019616
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.526,0.279,-0.112172,2,0,0,252,1000,0.000191,0,0.867384,-0.038137,0.754717,0.566667,1.09434,86567.889422
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.517,0.264,-0.042313,2,0,0,249,1000,0.000193,0,0.825758,0.035354,0.76,0.491228,1.08,545565.966667
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.5,0.24,-0.084069,2,0,0,283,1000,0.000214,0,0.858333,-0.012943,0.655172,0.494737,1.096552,218914.100439
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.509,0.273,-0.095907,2,0,0,263,1000,0.000183,0,0.85348,0.017385,0.70625,0.513274,1.09375,0.044248
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.539,0.244,-0.030259,2,0,0,236,1000,0.000198,0,0.889344,-0.007284,0.706294,0.534653,1.13986,720796.287327
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.494,0.288,-0.025971,2,0,0,253,1000,0.000203,0,0.836806,-0.061418,0.684211,0.512821,1.05848,0.047949
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.518,0.28,-0.013134,2,0,0,240,1000,0.000204,0,0.8,-0.017713,0.783439,0.471545,1.057325,0.045056
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.503,0.227,0.001168,2,0.004024,0,231,1000,0.000204,0,0.929515,0.006429,0.52349,0.641026,1.080537,0.012821
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.496,0.258,-0.031541,2,0,0,244,1000,0.000179,0,0.922481,0.019428,0.697368,0.641509,1.118421,0.066132
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.517,0.26,-0.061636,2,0,0,224,1000,0.000192,0,0.776923,-0.046727,0.870504,0.487603,1.028777,0.059752
0.01,0.01,0,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.505,0.263,-0.010678,2,0,0,245,1000,0.000183,0,0.923954,0.124592,0.64375,0.660194,1.09375,0.000194
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.525,0.222,-0.031929,2,0,0,257,1000,0.000187,0,0.801802,-0.098471,0.776,0.43299,1.088,0.024742
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.486,0.263,-0.040164,2,0,0,275,1000,0.000176,0,0.836502,-0.084912,0.64375,0.572816,1.00625,403802.687379
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.5,0.263,-0.06303,2,0,0,275,1000,0.000184,0,0.855513,0.005917,0.64375,0.495146,1.0875,100785.168932
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.473,0.268,-0.035201,2,0,0,275,1000,0.00019,0,0.891791,0.042676,0.675,0.657407,1.05,0.008333
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.51,0.241,-0.041685,2,0,0,269,1000,0.000191,0,0.887967,-0.040064,0.746377,0.669903,1.050725,0
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.512,0.271,-0.102172,2,0,0,240,1000,0.00019,0,0.819188,-0.000758,0.818792,0.532787,1.053691,340927.852459
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.494,0.262,-0.074257,2,0,0,255,1000,0.000178,0,0.90458,0.101537,0.578313,0.625,1.066265,0.18125
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.512,0.256,0.020915,2,0.018443,0,284,1000,0.000189,0,0.960938,-0.043518,0.570552,0.666667,1.128834,0.027957
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.491,0.266,-0.055457,2,0,0,237,1000,0.000172,0,0.932331,-0.00402,0.631902,0.679612,1.092025,101053.884563
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.519,0.242,-0.089294,2,0,0,240,1000,0.000207,0,0.867769,-0.066241,0.728571,0.558824,1.092857,0.007978
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.497,0.268,0.002136,2,0.003976,0,272,1000,0.000207,0,0.873134,0.032431,0.74026,0.657895,1.032468,0.054737
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.505,0.267,-0.095039,2,0,0,244,1000,0.000219,0,0.883895,0.024912,0.679245,0.583333,1.08805,282609.360867
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.48,0.266,-0.042037,2,0,0,248,1000,0.000207,0,0.883459,-0.011746,0.705128,0.690909,1.019231,661645.443909
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.487,0.254,-0.050857,2,0,0,260,1000,0.000208,0,0.897638,-0.044605,0.763889,0.681818,1.0625,0.010273
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.51,0.276,-0.009206,2,0,0,269,1000,0.00019,0,0.873188,-0.064666,0.757962,0.537815,1.127389,0.024118
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.509,0.255,-0.04277,2,0,0,220,1000,0.000185,0,0.866667,0.030458,0.564417,0.532609,1.055215,0.075375
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.48,0.23,-0.048351,2,0,0,236,1000,0.00019,0,0.869565,0.024055,0.742424,0.602041,1.068182,105949.447231
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.488,0.264,-0.016942,2,0,0,274,1000,0.000194,0,0.848485,0.013101,0.771812,0.53913,1.087248,0
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.51,0.259,-0.034321,2,0,0,273,1000,0.000202,0,0.876448,0.042955,0.639241,0.594059,1.056962,0.030817
0.01,0.01,0.1,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.516,0.257,-0.053841,2,0,0,239,1000,0.0002,0,0.81323,-0.044654,0.760274,0.531532,1.027397,655404.109009
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.468,0.253,-0.022662,2,0,0,301,1000,0.000185,0,0.865613,0.074898,0.58125,0.602151,1.01875,335623.35397
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.494,0.277,-0.025085,2,0,0,275,1000,0.00019,0,0.927798,0.046157,0.742138,0.711864,1.08805,0.050932
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.489,0.273,-0.000285,2,0.003914,0,271,1000,0.000188,0,0.934066,-0.028517,0.644578,0.728972,1.066265,0
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.527,0.267,0.024121,2,0.019027,0,239,1000,0.000198,0,0.812734,0.033204,0.711538,0.486486,1.044872,0.037838
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.503,0.285,-0.110223,2,0,0,258,1000,0.000188,0,0.933333,-0.009073,0.628571,0.672727,1.097143,850538.669545
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.502,0.277,-0.023583,2,0,0,285,1000,0.000198,0,0.862816,-0.017342,0.720497,0.534483,1.099379,0
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.528,0.241,-0.007538,2,0.002119,0,255,1000,0.000215,0,0.834025,-0.008804,0.721429,0.50495,1.071429,304752.920688
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.515,0.263,-0.036275,2,0,0,257,1000,0.000204,0,0.885932,0.070482,0.707792,0.633028,1.064935,-0.002383
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.495,0.254,-0.011999,2,0.00198,0,231,1000,0.000189,0,0.929134,-0.010359,0.763889,0.618182,1.166667,273107.245105
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.526,0.262,-0.053025,2,0,0,231,1000,0.000197,0,0.862595,-0.089427,0.735099,0.621622,1.039735,0.006173
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.513,0.285,-0.062651,2,0,0,281,1000,0.000212,0,0.863158,0.047677,0.696429,0.547009,1.083333,621960.022222
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.497,0.258,-0.013838,2,0,0,290,1000,0.000202,0,0.891473,0.014956,0.77931,0.637168,1.089655,-0.002735
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.518,0.25,-0.041795,2,0,0,244,1000,0.000187,0,0.744,-0.067846,0.838235,0.403509,1.029412,0.044035
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.467,0.276,0.024751,2,0.028143,0,261,1000,0.00019,0,0.862319,0.083989,0.693252,0.707965,0.969325,92250.29325
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.491,0.282,-0.020716,2,0,0,295,1000,0.00018,0,0.886525,-0.015424,0.751553,0.669421,1.049689,86036.828099
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.497,0.237,-0.077818,2,0,0,252,1000,0.000184,0,0.949367,0.02006,0.47205,0.736842,1.049689,0.097368
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.515,0.283,-0.114704,2,0,0,264,1000,0.000212,0,0.876325,0.015004,0.694611,0.612069,1.05988,0.013793
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.482,0.254,-0.003426,2,0.003861,0,290,1000,0.000187,0,0.956693,0.037023,0.628205,0.704082,1.115385,0
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.481,0.26,-0.075811,2,0,0,270,1000,0.0002,0,0.919231,-0.008345,0.604938,0.673469,1.067901,0.010204
0.01,0.01,0.2,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.476,0.256,-0.10252,2,0,0,242,1000,0.000188,0,0.957031,-0.062635,0.630573,0.686869,1.127389,314669.460894
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.508,0.262,-0.053297,2,0,0,250,1000,0.000183,0,0.832061,-0.007054,0.758389,0.548673,1.04698,0.019469
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.527,0.248,-0.083219,2,0,0,212,1000,0.000203,0,0.814516,0.035357,0.653333,0.408163,1.08,743668.824716
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.483,0.252,-0.007444,2,0.001934,0,262,1000,0.000197,0,0.849206,-0.029044,0.584906,0.55914,1.018868,896264.422581
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.472,0.263,-0.034839,2,0,0,254,1000,0.000207,0,0.86692,-0.044058,0.730263,0.594595,1.065789,0.09018
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.521,0.221,0.015174,2,0.008351,0,244,1000,0.000186,0,0.78733,-0.036631,0.811475,0.444444,1.065574,0.010465
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.486,0.246,-0.092332,2,0,0,277,1000,0.0002,0,0.898374,-0.00757,0.618421,0.595745,1.085526,0
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.493,0.282,-0.033094,2,0.001972,0,259,1000,0.000208,0,0.900709,0.019014,0.575419,0.640777,1.050279,0.023592
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.472,0.267,-0.071025,2,0,0,274,1000,0.000195,0,0.902622,0.046778,0.598802,0.7,1.023952,0.0008
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.491,0.249,0.0041,2,0.013752,0,274,1000,0.000209,0,0.871486,0.006061,0.606452,0.56383,1.058065,0.101064
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.472,0.297,-0.07831,2,0,0,269,1000,0.000181,0,0.872054,-0.031646,0.736842,0.619048,1.05848,165270.278095
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.512,0.266,-0.064018,2,0,0,243,1000,0.000195,0,0.845865,0.107701,0.75,0.482456,1.118421,0.008028
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.491,0.252,-0.021732,2,0,0,218,1000,0.000183,0,0.90873,0.051603,0.702703,0.673077,1.074324,0.019231
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.499,0.274,-0.012962,2,0,0,244,1000,0.000214,0,0.843066,-0.012531,0.701863,0.522124,1.068323,0.007884
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.505,0.243,-0.040424,2,0,0,212,1000,0.000184,0,0.917695,0.011235,0.588235,0.655556,1.071895,-0.001896
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.498,0.267,-0.061165,2,0,0,270,1000,0.000196,0,0.996255,0.061524,0.579882,0.744898,1.142012,209276.888776
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.501,0.25,-0.006721,2,0.004008,0,266,1000,0.000203,0,0.904,0.015056,0.552795,0.561798,1.093168,0.067528
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.497,0.272,0.092457,2,0.075547,0,270,1000,0.000208,0,0.794118,0.003573,0.754839,0.512821,1.006452,87746.995623
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.494,0.246,-0.027704,2,0,0,246,1000,0.000204,0,0.934959,0.058851,0.618421,0.691489,1.085526,0.053298
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.474,0.25,-0.1164,2,0,0,279,1000,0.000186,0,0.88,0.003463,0.602564,0.659574,1.012821,774925.755319
0.01,0.01,0.3,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.514,0.259,-0.013184,2,0,0,256,1000,0.0002,0,0.787645,-0.017403,0.69281,0.40566,1.052288,980859.863396
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.501,0.273,0.083617,2,0.048096,0,272,1000,0.000199,0,0.908425,-0.012679,0.844595,0.776,1.02027,0.08024
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.516,0.272,0.014763,2,0.016529,0,248,1000,0.000178,0,0.834559,0.018364,0.875862,0.543307,1.089655,0.050394
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.501,0.263,0.053664,2,0.04008,0,235,1000,0.000215,0,0.798479,-0.053548,0.813793,0.449153,1.082759,267407.455711
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.503,0.283,0.063619,2,0.076459,0,262,1000,0.000199,0,0.876325,0.113118,0.715152,0.525424,1.127273,0.136085
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.517,0.26,-0.034419,2,0,0,252,1000,0.000186,0,0.796154,-0.168879,0.688312,0.443396,1.038961,392774.880632
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.52,0.254,0.02083,2,0.025,0,243,1000,0.000184,0,0.84252,-0.034862,0.649351,0.45,1.097403,0.0242
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.511,0.284,0.05656,2,0.055215,0,221,1000,0.000202,0,0.841549,-0.053402,0.90604,0.614815,1.04698,0.088272
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.475,0.24,0.001559,2,0.007619,0,285,1000,0.000184,0,0.925,-0.052148,0.678322,0.762887,1.034965,0.037642
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.505,0.288,0.06656,2,0.064646,0,257,1000,0.00024,0,0.934028,-0.026619,0.636364,0.6875,1.090909,0.119643
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.485,0.29,0.088464,2,0.093204,0,317,1000,0.000205,0,0.893103,-0.027649,0.666667,0.603448,1.086207,0.043534
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.526,0.259,0.089554,2,0.063291,0,218,1000,0.000193,0,0.737452,0.030221,1.007752,0.438462,1.03876,0.06779
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.475,0.276,0.047076,2,0.020952,0,272,1000,0.000245,0,0.876812,-0.000751,0.623529,0.650943,1.017647,0.019717
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.48,0.294,0.051286,2,0.034615,0,280,1000,0.000195,0,0.918367,-0.063564,0.803681,0.740458,1.06135,0.015725
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.51,0.263,0.037519,2,0.028571,0,244,1000,0.000191,0,0.828897,-0.035079,0.707792,0.504587,1.058442,192681.896471
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.48,0.276,0.052451,2,0.040385,0,241,1000,0.000223,0,0.851449,-0.030966,0.93007,0.616541,1.06993,78572.71272
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.523,0.28,0.055908,2,0.041929,0,231,1000,0.000208,0,0.810714,0.019834,1.028986,0.485915,1.144928,0.016375
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.531,0.266,0.037715,2,0.042644,0,255,1000,0.000186,0,0.842105,-0.146588,0.873239,0.548387,1.098592,0.000484
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.526,0.257,-0.060209,2,0,0,251,1000,0.000207,0,0.828794,0.073519,0.875912,0.575,1.051095,1732208.933333
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.515,0.242,-0.131828,2,0,0,257,1000,0.000214,0,0.863636,0.005382,0.716312,0.544554,1.092199,0.136634
0.01,0.01,0.4,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.507,0.275,0.093467,2,0.075051,0,294,1000,0.000205,0,0.858182,-0.059022,0.797386,0.647541,1.026144,172936.050246
0.01,0.01,0.5,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.519,0.273,0.064392,2,0.066528,0,238,1000,0.000193,0,0.78022,0.130363,1.022222,0.514493,1.051852,0.101594
0.01,0.01,0.5,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.506,0.303,0.116672,2,0.089069,0,287,1000,0.000198,0,0.792079,0.008184,0.993421,0.543046,1.039474,0.150331
0.01,0.01,0.5,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.486,0.283,0.053724,2,0.060311,0,276,1000,0.000207,0,0.90106,0.021748,0.825806,0.773438,1.006452,494372.974356
0.01,0.01,0.5,1,0.8,1,1,1,1000,0,0,0.01,0,39999,0.484,0.246,0.107996,2,0.081395,0,281,1000,0.000185,0,0.890244,0.020265,0.72028,0.669903,1.048951,0.121359
